Kalimat,Formalitas
ketika ada waktu kalian tidak mau pergi ketika ajak,1
jadi lu mau cus apa mau cr waktu lain lg,0
apakah kamu mau pergi atau cari waktu lain lagi,1
kl lu mau daftar buru,0
cepat jika kamu mau daftar,1
bdanya yg atas sm bwh apa,0
apa beda antara yang atas dengan yang bawah,1
lu buka dl de webnya,0
buka situs lebih dahulu,1
ah kyknya gw blm bs isi hr ini,0
seperti aku tidak bisa isi hari ini,1
lu mw isi hr ini,0
kamu mau isi hari ini,1
kl bisa terima apa kaga kan blm tau org it cadang,0
karena itu sifat cadang maka belum dapat tahu terima atau tidak,1
lu bayar itu dp kl lu ud nyata terima,0
kamu bayar uang muka ketika kamu sudah nyata terima,1
terima aja bom lu bayar apa,0
apa yang kamu bayar jika kamu bahkan belum terima,1
iya kalo gua terima mas,0
ya jika saya terima,1
kalo terima lu mw msk sana,0
jika terima mau kamu masuk ke sana,1
kl bisa ptn ya ptn mz,0
jika bisa ptn maka ptn,1
nah trs ada dua mungkin nyata lulus seleksi atau ga lulus seleksi,0
kemudian ada dua mungkin yaitu nyata lulus seleksi atau tidak lulus seleksi,1
nah itu gw ada pilih,0
saya ada pilih dalam hal itu,1
kl mau kuliah sana bayar dulu dp nya itu,0
jika ingin kuliah sana maka bayar dulu uang muka sebut,1
kl gw ga mw situ,0
jika saya tidak mau situ,1
misal di ui gw tembus,0
misal saya terima di ui,1
konteks yg gw mksd kan fix msk,0
konteks yang saya maksud adalah sudah pasti masuk,1
kacangin aja nanti dia anggep otomatis gw undur diri,0
abai saja karena nanti saya otomatis anggap undur diri,1
masa hasil ga keluar ampe agustus,0
maka hasil tidak akan keluar sampai agustus,1
ni ya gw kasi contoh sbmptn thn lalu,0
saya ikan sbmptn tahun lalu bagai contoh,1
makin gw baca makin bikin pusing,0
makin saya baca makin pusing,1
knp sastra inggris lihat goda,0
kenapa sastra inggris lihat goda,1
ya cukup natural aja mampu debat gw,0
mampu debat saya cukup natural,1
mnrt gw debat lebih penting argumen lu kritis drpd ngomong lu rapi,0
turut saya argumen yang kritis lebih penting daripada komunikasi yang rapi,1
knp gk di indonesia kyk gin,0
kenapa indonesia tidak seperti ini,1
org bakar karena tuduh nyolong ampli,0
orang bakar karena tuduh curi ampli,1
lu klo mingggu layan smpe malem y,0
apakah kamu layan sampai malam tiap minggu,1
bisa izin sih klo gw lgi sibuk,0
ketika saya sedang sibuk benar bisa izin,1
gw mau ciduk kalian,0
saya mau culik kalian,1
lu cari lagu tabel periodik,0
kamu cari lagu tabel periodik,1
banner gelas plstik lima m,0
banner gelas plastik lima meter,1
gulung setenga mampus tau ga,0
sangat susah untuk gulung,1
ampe gw mesti angkat tiga,0
sampai saya harus angkat tiga,1
gw rasa bkn bu sugi,0
saya rasa bukan ibu sugi,1
senen gua di eksekusi,0
senin saya eksekusi,1
gw pakai nama dan sesuai sifat lu,0
saya pakai nama dan sesuai sifat,1
semua tanya bu sugi gw bakal geser ke lu,0
semua tanya ibu sugi akan saya ikan kepada,1
itu si derry tadi mau bunuh gua di rumah nico,0
derry tadi rencana bunuh saya di rumah nico,1
trs br nyadar kimia presentasi kelompok dia sama gw blm maju,0
kemudian dia sadar bahwa presentasi kimia kelompok dia dan saya belum selesai,1
ngomong jgn bikin ambigu deh,0
jangan buat kalimat yang ambigu,1
sry gk ikut kaki gw gk bisa buat gerak,0
maaf saya tidak ikut karena kaki saya tidak bisa guna untuk gerak,1
gw br kelar mandi,0
saya baru selesai mandi,1
baca juta kali ga ngrt,0
baca juta kali tetap tidak erti,1
kl lu rasa humor ga dapet y jgn centang,0
jika kamu rasa tidak dapat humor maka jangan centang,1
mau yg bs d syg,0
mau yang bisa sayang,1
serius michelle mw yg mn,0
serius michelle mau yg mana,1
fc yg td bkn gw yg pegang lg,0
fotokopi yang tadi bukan saya lagi yang pegang,1
ank kls x jaman now,0
anak kelas x zaman sekarang,1
yg td maju lisan sama bu sugi,0
yang tadi maju lisan oleh ibu sugi,1
cmn gw kesel ini anak,0
cuma saya kesal dengan anak ini,1
lu tau maju lisan harus anak lain maju lu diem,0
kamu tahu maju lisan harus anak lain maju dan kamu diam,1
rambut pendek tangan kyk derry poni rata,0
rambut pendek tangan seperti derry poni rata,1
gua udh gedeg sm dia dr smp,0
gue udah kesal sama dia dari smp,1
gua tau dia itu saing adik mega,0
gue tahu dia itu saing adik mega,1
td mereka maju lisan virus di lab bgt kls lu kelar praktek,0
mereka maju lisan virus di lab begitu kelas kamu sudah selesai praktek,1
gw kan dalem ambil jason lab gw dr nico,0
saya kan dalam ambil jason laboratorium saya dari nico,1
kalo mw jwb dlm hati ae anying wkwkw,0
jika mau jawab dalam hati saja anjing,1
orang tumbuk trs dijadiin ekstrak,0
orang tumbuk kemudian jadi ekstrak,1
ini dia blg petik trs oles,0
dia kata petik dahulu lalu oles,1
sejarah virus kan kita ga bljr,0
kita tidak ajar sejarah virus,1
ikat yg lebi kuat siapa,0
siapa yang milik ikat yang lebih kuat,1
gua baru sadar jir kelompok kimia kalian isi dewa semua,0
saya baru sadar bahwa kelompok kimia kalian isi dewa,1
loh brrt ingat gua tebalik dong,0
arti ingat saya balik,1
jd gw tanya guru ipa w dulu sd,0
jadi saya tanya guru ipa saya sd dahulu,1
biar kamu gampang ingetnya begini,0
agar kamu mudah ingat,1
trs w cek wiki inggris,0
terus saya ecek wikipedia inggris,1
oh jd ion lbh kuat,0
oh jadi ion lebih kuat,1
tp gw sengaja jelasin belakang,0
tapi saya sengaja untuk jelas belakang,1
itu aja udh salah ngomong brp kali,0
itu saja sudah salah ucap berapa kali,1
tp kejar sama si ibu,0
tapi kejar oleh ibu itu,1
pdhl kel lu udh kel deewa,0
pada kelompok kamu sudah kelompok dewa,1
reaksi sama sembarang garam ga mau,0
tidak mau reaksi dengan sembarang garam,1
gw ga jawab karena tolong bel,0
saya tidak jawab karena tolong oleh bel,1
blm ada murid laen berani nanya,0
belum ada murid lain yang berani tanya,1
tp efek yg nanya si ibu dua kali,0
efek adalah yang nanya,1
dia jg ga kasi kuota tanya buat kel gw,0
dia juga tidak beri kuota tanya untuk kelompok saya,1
atau nyebut berapa kali dia mau nanya itu jg kaga,0
atau sebut beberapa kali dia mau tanya itu juga tidak,1
lu balik dr gereja jem gin,0
kamu balik dari gereja jam gin,1
gw baru tau anthony ipa gereja sama gw,0
saya baru tahu bahwa anthony jurus ipa satu gereja dengan saya,1
cerita lengkap rahasia aja dah,0
cerita lengkap rahasia saja,1
beri dia nasi bungkus gan,0
ikan dia nasi bungkus pak,1
un di indo begini gw dukung,0
un di indonesia jika begitu saya akan dukung,1
kls lu periksa bio y,0
kelas kamu periksa biologi yah,1
ah saya aja bisa salah udh bilang mujizat,0
saya saja bisa salah udah bilang mujizat,1
lu gk ngasih tau sih klo lu yg koreksi,0
kamu tidak perlu memberitahukan jika kamu yang koreksi,1
abisny dr td gabs jawab,0
habis dari tadi tidak bisa jawab,1
pdhl cara jelasinnya hrs pisah per kata kok gw jd gregetan si,0
pada cara jelas harus pisah per kata dan mengapa saya jadi gregetan6,1
pdhl gw udh jawabin itu buat mereka,0
pada saya sudah jawab itu untuk mereka,1
mereka samperin gw kan pas isti,0
mereka temu saya ketika istirahat,1
gw pikir mau review materi jd bbrp tanya gw jawabin,0
saya pikir mau tinjau ulang materi jadi beberapa tanya saya sudah jawab,1
yah sudah kamis lanjut dong atau suruh ulang,0
sudah kamis lanjut atau suruh ulang,1
turut gue dia aja g ngrt sm prtnyan nya,0
turut gue dia aja yang tidak erti dengan tanya saya,1
jd kt ibu perlu refrensi lain,0
jadi kata ibu perlu referensi lain,1
awlalnya pas gw msh proses bikin ppt,0
awal ketika saya masih proses buat powerpoint,1
dan trnyt gw lenceng jauh,0
dan nyata saya lenceng jauh,1
mkanya d komen abis deh,0
makanya dikomen habis,1
mumgkin karena mereka gbs jelasin itu mereka ga masukin,0
mungkin karena mereka tidak bisa jelas mengapa mereka tidak masuk,1
tp yg jelas kasi de,0
tapi yang jelas kasihan,1
nilai gw hadap orang negro tidak buruk juga,0
nilai saya hadap orang negro tidak buruk juga,1
kita mah yg penting volume kenceng,0
kita yang penting volume suara kencang,1
tpi alkali tanah kita jason tetep diomelin,0
tapi alkali tanah kita jason tetap diomelin,1
tapi gw sama nico cuma bisa ambil positif meski gk jawab pun,0
tapi saya dengan nico cuma bisa ambil positif meski tidak jawab pun,1
jelas gw sama nico itu sudah sangat jelas sampai gk ada tanya,0
jelas saya dengan nico itu sudah sangat jelas hingga tidak ada tanya,1
sebab macet bilang karena pejal kaki,0
sebab macet karena pejal kaki,1
gk bakal msk gerbang juga,0
tidak bakal masuk gerbang juga,1
gua liat bbrp hari ini berita soal ui banyak,0
saya lihat beberapa hari ini berita soal ui banyak,1
pokok tolong ya klo udh sampe rumah,0
pokok tolong yah jika sudah sampai rumah,1
ingat teman mu ini yg selalu susah dlm mat,0
ingat temenmu ini yang selalu susah dalam matematika,1
bu sugi marah mantep ya derry,0
ibu sugi ketika marah mantap juga,1
dr kel charlie ud amburegul,0
dari kelompok charlie sudah amburadul,1
undur trus grgr banyak kendala kan,0
undur terus gara-gara banyak kendala,1
laptop nya jg g dukung,0
laptop juga tidak dukung,1
smpe skrg gbs jwb apa apa,0
sampai sekarang tidak bisa jawab apa,1
kl gabs jwb gt mending gausa presentasi lah,0
jika tidak bisa jawab mending tidak perlu presentasi,1
laptop pd ada tp gaada buat colok proyektor,0
laptop pada ada tetapi tidak ada untuk stop kontak proyektor,1
knp gk minjem kelas gw,0
kenapa tidak pinjam kelas saya,1
jd gw coba kurang tensi di kelas dgn usaha seatentif mungkin,0
jadi saya coba untuk kurang tensi di kelas dengan usaha seatentif mungkin,1
itu presentasi dilanjutin ampe kelar,0
itu presentasi lanjut sampai kelar,1
walaupun gua ga tarik gua buka semua yg gw tau,0
walaupun saya tidak tarik tetapi saya buka semua yang saya tahu,1
seengganya biar mood si ibu turun,0
tidak agar mood si ibu turun,1
kaca kan materi kuat cara kimia,0
kaca rupa materi kuat cara kimia,1
yg baik dan benar gmn,0
yang baik dan benar bagaimana,1
tangan kanan gw gk bisa tugas dgn baik,0
tangan kanan saya tidak bisa tugas dengan baik,1
rendem di air dingin pak,0
rendam di air dingin pak,1
atau latih tgn kiri dikit,0
atau latih dengan tangan kiri sedikit,1
lu bljr tulis angka aja,0
kamu ajar tulis angka saja,1
kan program linier ada grafik,0
program linier ada grafik,1
gw nulis angka gmn jir,0
gue nulis angka yang bagaimana,1
kls gw sama jason bsk,0
kelas saya dengan jason besok,1
makanya nulisnya pasti agak lama,0
makanya tulis pasti lebih lama,1
apalagi klo soal suruh gambar grafik dlu,0
apalagi jika soal suruh gambar grafik lebih dahulu,1
dia lihat lebih cantik saat jd mantan,0
dia lihat lebih cantik saat jadi mantan,1
dia lihat lebih cantik karena efek edit kamera,0
dia lihat lebih cantik karena efek edit kamera,1
belum dia potong rambut dia teror gw,0
belum dia potong rambut dia teror saya,1
jadi virus macam tuh gk mempan,0
jadi virus macam itu tidak mempan,1
saya tak paham maksud dia ngomong begitu itu apa,0
saya tidak paham maksud dia kata itu apa,1
kode kalo dia itu pamer cantik,0
kode jika dia itu pamer cantik,1
cowo gendeng gt aja ga peka,0
cowok bodoh gitu saja tidak peka,1
aku kan gk pernah peka,0
saya tidak pernah peka,1
saya ngungsi ke rmh lu ya jason,0
saya ungsi ke rumah kamu jason,1
bentar lg dong pak,0
sebentar lagi pak,1
tar gw bilang otw ketika gw udh keluar dari mall,0
nanti saya ucap otw ketika saya sudah keluar dari mall,1
lu tau ga baju item tu panas,0
apakah kamu tahu baju hitam itu panas,1
kan ga d bwh terik matahari dodol,0
kan tidak bawah terik matahari,1
lampu jg bkn lampu uv,0
lampu juga bukan lampu uv,1
kena kalor dr hasil gera tubuh,0
kena kalor dari hasil gera tubuh,1
itu dr thn lalu ya,0
itu dari tahun lalu yah,1
tp gw ud mo balik juga,0
tetapi saya sudah mau balik juga,1
knp lu ga ke kafe nya aja duluan,0
kenapa kamu tidak pergi ke kafe aja dulu,1
lu inget jalan kl gw nganter lu ke halte kan,0
kamu ingat jalan jika saya antar kamu ke halte,1
kan lu keluar dr gang gw nih,0
kan kamu keluar dari gang saya,1
terus ada tiga ke kiri kan,0
terus dapat tiga ke kiri,1
udah diconfirm oleh busugi bahwa air keran di lab adl air sadah,0
sudah konfirmasi bahwa air keran di laboratorium aalah air sadah,1
bs ga si kita jadiin itu faktor yg pengaruh coba kita,0
apakah kita bisa jadi itu bagai faktor yang pengaruh coba kita,1
lain kali kl suruh pake akuades ngambilnya dr air keran,0
lain kali jika suruh guna akuades ambil dari air keran,1
kata si yang penting dasar kan air bagai larut,0
turut yang penting air guna bagai larut,1
jd mnurut gue ga ngaru,0
jadi turut saya tidak akan pengaruh,1
kecuali untuk kaaya tes ph mungkin itu bru ngaru,0
kecuali untuk misal tes ph mungkin hal sebut baru akan pengaruh,1
klo buat larut i think si its ok,0
jika hanya untuk larut saya rasa tidak apa apa,1
benci bgt ama itu lagu,0
benci sekali dengan lagu itu,1
dia ubah tuh lirik,0
dia ubah jadi lirik,1
anak tetangga gw ampe candu mesti gua slepet baru setop,0
anak tetangga saya sampai candu dan harus saya tegur baru henti,1
lu suruh dia liat tuh video kyknya bakal bingung,0
kamu suruh dia lihat video itu seperti dia akan bingung,1
mnrt lu sistem nilai osn susah ga,0
turut apakah sistem nilai osn sulit,1
gw gmw mepet kerjain lindung katodik,0
saya tidak mau jepit kerja lindung katodik,1
gua tau itu materi susa,0
saya tahu itu materi yang sulit,1
mending kita tuker tugas,0
lebih baik kita tukar tugas,1
gw mulai eneg sama kerja engko gw,0
saya mulai kesal dengan kerja kakak saya,1
dia lg kerjain akuntansi engkonya,0
dia sedang kerja akuntansi kakak,1
gw anak akt yg tolak,0
saya anak akuntansi yang tolak,1
aku cinta yg tolak gt,0
aku cinta yang tolak begitu,1
klo ez knp lu shit,0
jika mudah kenapa kamu payah,1
gw ga ngomongin oktet duplet,0
saya tidak bicara oktet dan duplet,1
tp kov nya gimana geometri,0
tapi bagaimana geometri dalam ikat kovalennya,1
tau drmn polar nonpolar coba,0
darimana dia tahu polar atau nonpolar,1
gmn cr tau nonpolar polar,0
bagaimana cara tahu nonpolar atau polar,1
gmn bs nonpolar,0
bagaimana bisa dia nonpolar,1
emg itu simetris,0
memang bentuk simetris,1
gw ken debat waktu ibu bilang itu nonpolar,0
saya ingin debat waktu ibu kata itu nonpolar,1
nonpolar karena pasang elektron bebas ga ada,0
nonpolar karena tidak milik pasang elektron bebas,1
gua lupa patok polar nonpolar,0
saya lupa acu polar nonpolar,1
gua brkli hapalin brkli jiga gw lupa,0
kali kali saya hafal kali kali juga saya lupa,1
eh gw debat sm bokap,0
saya debat dengan ayah saya,1
gara kelas gw td bahas intan,0
karena kelas saya tadi bahas intan,1
hp kt bs d gerakin sm ssuatu yg sifat logam,0
ponsel kita bisa gerak oleh sesuatu yang sifat logam,1
jd simpul tgn kt ad logam,0
jadi simpul adalah tangan kita kandung logam,1
dan d hp ad magnet yg d alirin sm listrik dr batre,0
dan di dalam ponsel dapat magnet yang alir listrik dari baterai,1
iyap urus gw baru kelar sini,0
urus saya baru selesai sini,1
gua aja gangerti apa apa,0
saya saja tidak erti apa apa,1
ini dery yg read ya,0
ini derry yang baca ya,1
gua bgg itu per month brp,0
saya bingung itu per bulan berapa,1
ko lu bs dpt,0
kenapa kamu bisa dapat,1
anda jgn remeh jaring informasi saya,0
anda jangan remeh jaring informasi saya,1
pdhl dia ada peluang masuk,0
padahal dia milik peluang masuk,1
dan dia lebih prefer ke kimia gua kira wkwkw drpd bio,0
dan dia lebih milik cenderung ke kimia daripada ke biologi turut saya,1
biotek lebih konsen ke bio kan,0
bukankah bioteknologi lebih fokus ke biologi,1
ya dia milih inter gk salah ya,0
ya dia tidak salah pilih internasional,1
tanggung kenapa ga tacu ke abroad aja klo kek gt,0
kalau begitu kenapa tidak kuliah ke luar negeri saja,1
gw rasa karena dia gk biasa sama environment luar negeri,0
saya rasa karena dia tidak biasa dengan lingkung luar negeri,1
apalagi metode ajar org sana banding kita kita banting jauh,0
apalagi metode ajar orang luar negeri dengan kita sangat jauh beda,1
lu kegiles kami dua jadi fosil cuk,0
kalau kamu gilas kami dua sudah jadi fosil,1
gua kan kenyang ciduk derry ke gramed matraman cari buku,0
saya kan sudah sering culik derry ke gramedia matraman cari buku,1
selalu kl dia lg di kasir w sempetin baca buku bio tebel yg susun demikian rupa sehingga bentuk ensiklopedia seri,0
ketika dia di kasir saya selalu sempat diri untuk baca buku biologi tebal yang susun bentuk ensiklopedia seri,1
ada kelompok mulai dr jilid edisi sampe volume dan doi ada yg ver terjemah ada yg ing,0
kelompok dasar jilid edisi hingga volume dan buku sebut cetak dalam versi inggris dan versi terjemah,1
gw baca yg ing pingsan sumpah,0
saya baca yang inggris ingin pingsan,1
sampe itu buku lokasi gw geser,0
sampai lokasi buku sebut saya pindah,1
karena jatuh cinta sama buku yg ver terjemah,0
karena saya jatuh cinta pada buku versi terjemah,1
pernah pikir nyari pasang hidup bule,0
pernah pikir cari pasang hidup bule,1
tapi gua urung niat hubung bahasa gua blepot,0
tapi saya urung niat hubung saya tidak pandai komunikasi,1
mending temen gua buru putus kl gt,0
lebih baik teman saya cepat putus kalau begitu,1
tau gw waktu dijelasin gua ketawa,0
ingat saya ketika jelas saya tertawa,1
trus gua berfikir cowo asia kasi jg,0
lalu saya pikir kasihan juga laki laki asia,1
cew asia sm cow bule noprob,0
perempuan asia dengan laki laki bule tidak masalah,1
trus jason promosi diri sendiri,0
lalu jason promosi diri sendiri,1
tau klo anda udh punya alam dan saya tidak,0
tahu bahwa anda punya alam dan saya tidak,1
kata sdh brp bulan derry,0
kata sudah berapa bulan derry,1
ga bayang pny anak blasterann,0
saya tidak bisa bayang punya anak blaster,1
blaster lbh rawan mutasi wei,0
blaster lebih rawan hadap mutasi,1
itu pas bahas apa ya,0
apa yang bahas pada saat itu,1
ya gw tanya kyk gitu gk salah dong,0
apakah saya salah dengan tanya begitu,1
mata bela ijo bela biru,0
belah mata hijau dan belah lagi biru,1
ampe kyk gitu anak lu gw rasa gk kenal klo ketemu jalan,0
jika anak begitu saya tidak akan kenal jika temu di jalan,1
dia mau motivasi diri supaya jd kurus,0
dia ingin motivasi diri sendiri supaya kurus,1
olahraga yg baik utk manusia,0
olahraga yang baik untuk manusia,1
olahraga yg baik antara jiwa dan raaga,0
olahraga yang baik antara jiwa dan raga,1
untung gua ultah jatoh selasa,0
untung ulang tahun jatuh pada hari selasa,1
senin gw set up patogen,0
senin saya siap patogen,1
pdhl gua ga blg gt,0
padahal saya tidak bilang begitu,1
balik badan rapiin rambut,0
balik badan dan rapi rambut,1
anjir untung sini gapernah main,0
untung sini tidak pernah main,1
kl ga gw mute hp gw,0
jika tidak ponsel saya sudah saya mute,1
khusus lu dare doang le pilih,0
khusus kamu pilih yang sedia hanya dare,1
karena truth udh pasti gw yg ambil semua,0
karena truth sudah pasti saya ambil semua,1
klo gw gk suka gw udh bunuh,0
kalau tidak suka sudah saya bunuh,1
dendam gw buat malu pas mos sma,0
dendam dipermalukam ketika mos sma,1
mat kacang jason mat kacang,0
matematika gampang jason matematika gampang,1
karna gua pikir dia itu ga ada resp sama skli,0
karena saya pikir dia tidak akan merespon sama sekali,1
dan dia bnrbnr gbisa express himself,0
dan dia benar benar tidak bisa ekspresi diri sendiri,1
dia mah gk tau klo info kyk gin,0
dia tidak tahu informasi seperti ini,1
gw mah cuma perhati udh tau,0
saya cukup perhati sudah langsung tahu,1
adek gw yg itu emg ga beres,0
adik saya yang itu memang tidak beres,1
mama rio kita akan temu di kertas remed,0
ibu rio kita akan temu di kertas remedial,1
mama rio kita ketemu panggung ya,0
ibu rio kita temu di panggung,1
derry pasti geli liat drama gua sm vri,0
derry pasti geli lihat drama saya dan vri,1
eh lu pd bel mand g,0
kalian ajar mandarin tidak,1
padahal vri mungkin aja terima anda dgn senang hati,0
padahal vri mungkin saja terima anda dengan senang hati,1
jgn anda sebut mand di sini,0
jangan sebut sebut mandarin di sini,1
gw lgi di wc ngakak sama jason,0
saya sedang di wc tertawa puas sama jason,1
ada yg ga punya urat malu,0
ada yang tidak punya urat malu,1
macam legitimasi tau ga si kata gua,0
kata saya sudah seperti legitimasi,1
trs gw rasa bu sugi nyentil gw,0
lalu saya rasa ibu sugi sentil saya,1
trs td gw liatin kls lu,0
kemudian tadi saya perhati kelas,1
busugi ad bbrp kali liat gw pelototin slide kyk maniak,0
ibu sugi sempat beberapa kali lihat saya melotot slide seperti maniak,1
mngkin dia tau gw gatel mau nanya,0
mungkin dia tahu saya sangat ingin tanya,1
ken teriak sama reaksi salah,0
ingin teriak bahwa sama reaksi salah,1
itu based on my experienced biasa,0
itu dasar alam saya biasa,1
jadi macam soal aplikasi,0
jadi seperti soal aplikasi,1
aku tak suka lihat angka yg tak habis bagi,0
aku tidak suka lihat angka yang tidak habis bagi,1
pdhl keingintahuan saya tentang kaca blm puas,0
padahal keingintahuan saya kena kaca belum puas,1
knp kaca golong zat cair dalam bentuk padat,0
mengapa kaca golong zat cair dalam bentuk padat,1
knp kaca tahan hadap hampir semua jenis senyawa kimia,0
mengapa kaca tahan hadap bagi besar senyawa kimia,1
kenapa kaca tahan korosi dan sifat kaustik dari asam basa kuat,0
mengapa kaca tahan korosi dan sifat kaustik asam dan basa kuat,1
kenapa kaca bisa isolasi gas,0
mengapa kaca dapat isolasi gas,1
kenapa kaca itu inert,0
mengapa kaca sifat inert,1
kenapa kaca bisa buat warna,0
mengapa kaca dapat buat warna,1
kenapa kaca bisa buat dgn kadar kuat yg beda dr satu bahan yg sama,0
mengapa kaca bisa buat dengan kadar kuat yang beda dari satu bahan yang sama,1
kenapa kaca cermin beri laku yg beda thd cahaya,0
mengapa kaca cermin beri laku yang beda hadap cahaya,1
kenapa kaca punya warna hijau alami,0
mengapa punya warna hijau alami,1
mungkin gua bisa jawab bbrp,0
mungkin saya mampu jawab beberapa,1
kca zat cair yang padat pd suhu kamar,0
kaca adalah zat cair yang padat pada suhu kamar,1
trus bubuk kuarsa vietnam itu ijo kalo indo putih,0
kemudian bubuk kuarsa vietnam warna hijau sedang indonesia putih,1
jd papan kaca kelas itu kuarsa nya impor,0
jadi papan kaca kelas milik bahan dasar kuarsa impor,1
kalo cermin blkgnya ada lapis alumunium jd entah,0
untuk cermin bagi belakang milik lapis aluminium jadi saya tidak tahu,1
eh mand gw blm bs,0
saya belum bisa mandarin,1
jdi takut gabisa ikutin cara bljr kulia,0
saya jadi takut tidak mampu ikut cara ajar kuliah,1
lu mau terbangin gua ke bal,0
kamu mau terbang saya ke bal,1
oh brrt impos ke bal,0
oh arti mustahil ke bal,1
jd target lu apa jason,0
jadi apa target jason,1
mekanisme sbmptn itu gimana si,0
bagaimana mekanisme sbmptn,1
gua juga mas simpang siur,0
saya pun masih kurang yakin,1
ada yg nulis bahwa dia waktu tes sbmptn daftar ke prodi yg beda,0
ada ysng tulis bahwa waktu dia tes sbmptn dia daftar ke prodi yang beda,1
jd ada maksimal tiga jurus yg lu pilih,0
jadi maksimal kamu pilih tiga jurus,1
kl ga tembus satu ya jurus yg lain,0
jika jurus satu tidak lolos coba jurus yang lain,1
cb aja liat skema kuliah,0
lihat saja skema kuliah,1
gua takut ga passion murni gitu,0
saya takut itu bukan bidang passion saya,1
krn gw benci baju formal,0
karena saya benci baju formal,1
trs ade gw nanya begini,0
lalu adik saya tanya begini,1
ada bahan kimia yg cegah itu,0
ada bahan kimia untuk cegah itu,1
kenapa kt gabole telen permen karet,0
mengapa kita tidak boleh tel permen karet,1
gua bredol stgh kotak permen ksret,0
saya tel tengah kotak permen karet,1
tp gw g mati tu,0
tapi saya tidak mati,1
lupa gw dia blg apa,0
saya lupa dia bilang apa,1
trs gw ajak debat soal bahan man,0
kemudian saya ajak debat tentang bahan man,1
kenapa gula alami kek gt gbs dipake dlm industri makan olah,0
mengapa gula alami seperti itu tidak bisa guna dalam industri makan olah,1
kan industri butuh man dlm jumla besar,0
karena industri butuh man dalam jumlah besar,1
ada urus sm saraf nnt gmn coba,0
jika ada urus dengan saraf lalu bagaimana,1
knp catt bio lu ga lem aja semua jd satu,0
kenapa catat biologi tidak lem saja semua jadi satu,1
org yg un bio pd nguber cat gw,0
orang orang yang un biologi cari cari catat saya,1
lu jg gapake cttnnny kan,0
kamu juga tidak guna catat kan,1
trus akhirnua posisi gua yg sala,0
dan akhir posisi saya yang salah,1
karna marahin yg bkin buku gua kenapa,0
karena parah yang buat buku saya kenapa kenapa,1
gua ga bayang itu gmn kalo jadi,0
saya tidak bisa bayang kalau itu jadi,1
alas bku smp dr kls gaad yg gw buang,0
alas buku dari smp tidak ada yang saya buang,1
gua tau lu ga butuh,0
saya tahu kamu tidak butuh,1
tp w ga percaya org ni bs jaga bku gua dg baik,0
tapi saya tidak percaya orang ini bisa jaga buku saya dengan baik,1
untuk kasta tinggi mah kimia ato bio,0
kimia atau biologi itu untuk kasta tinggi,1
tp busugi sama gw mala dia blg jangan,0
tapi ibu sugi selalu kata pada saya jangan,1
sukses cegah tnp larang,0
sukses cegah tanpa beri larang,1
eh gw mw bbo ah,0
saya mau tidur,1
gw byk kerja hr ni,0
saya banyak kerja hari ini,1
notasi atom kasi garis atas,0
notasi adalah atom dengan garis atas,1
buat gw materi ini lbh tarik dr radioaktivitas,0
bagi saya materi ini lebih tarik daripada radioaktivitas,1
sayang kim kita ga diajarin itu,0
sayang kita tidak ajar itu dalam kimia,1
my brain sama your brain beda level la,0
otak dan otak beda level,1
