Kalimat,Formalitas
gw pikir mau review materi jd bbrp pertanyaannya gw jawabin,0
berpikir mau meninjau ulang materi jadi beberapa pertanyaannya jawabkan,1
yah sudahlah kamis lanjut dong disuruh ulang,0
sudahlah kamis lanjut disuruh ulang,1
gue aja g ngrt sm prtnyan nya,0
gue aja mengerti pertanyaan,1
jd kt ibu perlu refrensi,0
jadi kata ibu perlu referensi,1
awlalnya pas gw msh proses bikin ppt,0
awalnya proses membuat powerpoint,1
trnyt gw melenceng jauh,0
ternyata melenceng jauh,1
mkanya d komen abis deh,0
makanya dikomen habis,1
mumgkin gbs jelasin ga masukin,0
mungkin menjelaskan memasukkannya,1
tp yg jelas kasian de,0
jelas kasihan,1
penilaian gw orang negro buruk,0
penilaian orang negro buruk,1
mah yg penting volume kenceng,0
penting volume suara kencang,1
tpi alkali tanah jason tetep diomelin,0
alkali tanah jason tetap diomelin,1
gw sama nico cuma ambil positifnya meskipun gk jawab,0
nico cuma mengambil positifnya meskipun menjawab,1
penjelasan gw sama nico sangat jelas gk pertanyaan,0
penjelasan nico sangat jelas hingga pertanyaan,1
penyebab kemacetan dibilang pejalan kaki,0
penyebab kemacetan dikarenakan pejalan kaki,1
gk bakal msk gerbang,0
bakal masuk gerbang,1
gua liat bbrp hari berita soal ui banyak,0
lihat beberapa hari berita soal UI banyak,1
pokoknya klo udh sampe rumah,0
pokoknya yah rumah,1
ingatlah teman mu yg selalu kesusahan dlm mat,0
ingatlah temenmu selalu kesusahan matematika,1
bu sugi marahnya mantep derry,0
ibu sugi marah mantap,1
dr kel charlie ud amburegul,0
kelompok charlie amburadul,1
undur trus grgr banyak kendala kan,0
undur terus gara-gara banyak kendala,1
laptop nya jg g mendukung,0
laptopnya mendukung,1
smpe skrg gbs jwb apa apa,0
sekarang menjawab apa-apa,1
kl gabs jwb gt mending gausa presentasi lah,0
menjawab mending perlu presentasi,1
laptop pd tp gaada buat colokan proyektor,0
laptop stop kontak proyektor,1
knp gk minjem kelas gw,0
pinjam kelas,1
jd gw mencoba mengurangi tensi kelas dgn berusaha seatentif mungkin,0
jadi mencoba mengurangi tensi kelas berusaha seatentif mungkin,1
presentasi dilanjutin ampe kelar,0
presentasi dilanjutkan kelar,1
walaupun gua ga tertarik gua buka semua yg gw tau,0
walaupun tertarik membuka semua tahu,1
seengganya biar mood si ibu turun,0
mood si ibu turun,1
kaca kan materi terkuat kimia,0
kaca merupakan materi terkuat kimia,1
yg baik benar gmn,0
baik benar bagaimana,1
tangan kanan gw gk bertugas dgn baik,0
tangan kanan bertugas baik,1
rendem air dingin pak,0
rendam air dingin pak,1
latihan tgn kiri dikit,0
latihan tangan kiri sedikit,1
lu bljr tulis angka aja,0
kamu belajar menulis angka,1
kan program linier grafik,0
program linier grafiknya,1
gw nulis angka gmn jir,0
gue nulis angka bagaimana,1
kls gw sama jason bsk,0
kelas jason besok,1
makanya nulisnya lama,0
makanya tulisnya lebih lama,1
klo soalnya disuruh gambar grafik dlu,0
soalnya disuruh gambar grafik terlebih,1
terlihat lebih cantik jd mantan,0
terlihat lebih cantik menjadi mantan,1
terlihat lebih cantik efek editan kamera,0
terlihat lebih cantik efek edit kamera,1
potong rambut teror gw,0
memotong rambutnya meneror,1
jadi virus macam tuh gk mempan,0
jadi virus macam mempan,1
tak paham maksudnya ngomong apa,0
paham maksudnya mengatakan apa,1
kode kalo pamer kecantikan,0
kode memamerkan kecantikan,1
cowo gendeng gt aja ga peka,0
cowok bodoh gitu peka,1
aku kan gk pernah peka,0
pernah peka,1
ngungsi rmh lu jason,0
mengungsi rumah kamu jason,1
bentaran lg dong pak,0
sebentar pak,1
tar gw bilang otw gw udh keluar mall,0
mengucapkan otw keluar mall,1
lu tau ga baju item tu panas,0
kamu tahu baju hitam panas,1
kan ga d bwh terik matahari dodol,0
kan dibawah terik matahari ,1
lampunya jg bkn lampu uv,0
lampunya bukan lampu UV,1
kena kalor dr hasil pergerakan tubuh,0
dikenai kalor hasil pergerakan tubuh,1
dr thn lalu,0
tahun lalu yah,1
tp gw ud mo balik,0
mau balik,1
knp lu ga kafe nya aja duluan,0
kamu pergi kafe aja dulu,1
lu inget jalan kl gw nganter lu halte kan,0
kamu ingat jalan mengantarkan kamu halte,1
kan lu keluar dr gang gw nih,0
kan kamu keluar gang,1
terus pertigaan kiri kan,0
terus terdapat pertigaan kiri,1
udah diconfirm busugi air keran lab adl air sadah,0
dikonfirmasi air keran laboratorium aalah air sadah,1
bs ga si jadiin faktor yg mempengaruhi percobaan ,0
menjadikan faktor memengaruhi percobaan,1
kali kl disuruh pake akuades ngambilnya dr air keran,0
kali disuruh menggunakan akuades ambillah air keran,1
katanya si penting dasarnya kan air pelarut,0
menurutnya penting air digunakan pelarut,1
jd mnurut gue ga ngaru,0
jadi berpengaruh,1
kaaya tes ph mungkin bru ngaru,0
semisal tes ph mungkin tersebut baru berpengaruh,1
klo buat pelarut i think si its,0
pelarut rasa apa apa,1
benci bgt ama lagu,0
benci sekali lagu,1
ubah tuh lirik,0
mengubahnya menjadi lirik,1
anak tetangga gw ampe kecanduan mesti gua slepet baru setop,0
anak tetangga kecanduan tegur baru berhenti,1
lu suruh liat tuh video kyknya bakal bingung,0
kamu suruh lihat video sepertinya bingung,1
mnrt lu sistem penilaian osn susah ga,0
menurutmu sistem penilaian osn sulit,1
gw gmw mepet kerjain perlindungan katodik,0
mau terjepit mengerjakan perlindungan katodik,1
gua tau materi susa,0
tahu materi sulit,1
mending tuker tugas,0
lebih baik bertukar tugas,1
gw mulai eneg sama kerjaan engko gw,0
mulai kesal pekerjaan kakak,1
lg kerjain akuntansi engkonya,0
sedang mengerjakan akuntansi kakaknya,1
gw anak akt yg ditolak,0
anak akuntansi ditolak,1
aku cinta yg ditolak gt,0
aku cinta ditolak,1
klo ez knp lu shit,0
mudah kamu payah,1
gw ga ngomongin oktet duplet,0
membicarakan oktet duplet,1
tp kov nya gimana geometrinya,0
bagaimana geometri ikatan kovalennya,1
tau drmn polar nonpolar coba,0
darimana diketahui polar nonpolar,1
gmn cr tau nonpolar polar,0
bagaimana cara mengetahui nonpolar polar,1
gmn bs nonpolar,0
bagaimana nonpolar,1
emg simetris,0
memangnya bentuknya simetris,1
gw pengen debat waktu ibu bilang nonpolar,0
berdebat waktu ibu berkata nonpolar,1
nonpolar pasangan elektron bebasnya ga,0
nonpolar memiliki pasangan elektron bebas,1
gua lupa patokan polar nonpolar,0
lupa acuan polar nonpolar,1
gua brkli hapalin brkli jiga gw lupa,0
berkali kali menghafalkan berkali kali lupa,1
eh gw debat sm bokap,0
berdebat ayah,1
gara kelas gw td bahas intan,0
kelas tadi membahas intan,1
hp kt bs d gerakin sm ssuatu yg bersifat logam,0
ponsel digerakkan bersifat logam,1
jd kesimpulannya tgn kt ad logamnya,0
jadi kesimpulannya tangan mengandung logam,1
d hp ad magnetnya yg d alirin sm listrik dr batre,0
ponsel terdapat magnet dialiri listrik baterai,1
iyap urusan gw baru kelar disini,0
urusan baru selesai disini,1
gua aja gangerti apa apa,0
mengerti apa apa,1
dery yg read,0
derry baca,1
gua bgg per month brp,0
bingung per bulan berapa,1
ko lu bs dpt,0
kamu mendapatkannya,1
jgn meremehkan jaringan informasi,0
jangan meremehkan jaringan informasi,1
pdhl peluang masuk,0
padahal memiliki peluang masuk,1
lebih prefer kimia gua kira wkwkw drpd bio,0
lebih memiliki kecenderungan kimia biologi,1
biotek lebih konsen bio kan,0
bukankah bioteknologi lebih berfokus biologi,1
milih inter gk salah,0
salah memilih internasional,1
tanggung ga tacu abroad aja klo kek gt,0
kalau kuliah luar negeri,1
gw rasa gk biasa sama environment luar negeri,0
rasa terbiasa lingkungan luar negeri,1
metode belajar org sana dibanding kebanting jauh,0
metode belajar orang luar negeri sangat jauh berbeda,1
lu kegiles berdua jadi fosil cuk,0
kalau kamu tergilas berdua jadi fosil,1
gua kan kenyang ciduk derry gramed matraman cari buku ,0
kan sering menculik derry gramedia matraman mencari buku,1
selalu kl lg kasir w sempetin baca buku bio tebel yg disusun sedemikian rupa membentuk ensiklopedia berseri ,0
kasir selalu menyempatkan diri membaca buku biologi tebal tersusun membentuk ensiklopedia berseri,1
kelompok mulai dr jilid edisi sampe volume doi yg ver terjemahan yg ing ,0
dikelompokkan berdasarkan jilid edisi hingga volume buku tersebut dicetak versi inggris versi terjemahan,1
gw baca yg ing pingsan sumpah,0
membaca inggris pingsan,1
sampe buku lokasinya gw geser,0
lokasi buku tersebut pindahkan,1
jatuh cinta sama buku yg ver terjemahan,0
jatuh cinta buku versi terjemahannya,1
pernah kepikiran nyari pasangan hidup bule,0
pernah terpikir mencari pasangan hidup bule,1
gua urungkan niat berhubung bahasa gua blepotan,0
mengurungkan niat berhubung pandai berkomunikasi,1
mending temen gua buruan putus kl gt,0
lebih baik teman cepat putus kalau,1
setau gw waktu dijelasin gua ketawa,0
seingat dijelaskan tertawa,1
trus gua berfikir cowo asia kasian jg,0
lalu berpikir kasihan laki laki asia,1
cew asia sm cow bule noprob,0
perempuan asia laki laki bule masalah,1
trus jason promosi diri sendiri,0
lalu jason mempromosikan diri sendiri,1
ketauilah klo udh punya pengalaman,0
ketahuilah punya pengalaman,1
katakan sdh brp bulan derry,0
katakan berapa bulan derry,1
ga kebayang pny anak blasterann,0
membayangkan punya anak blasteran,1
blasteran lbh rawan mutasi wei,0
blasteran lebih rawan mutasi,1
pas bahas apa,0
apa dibahas,1
gw tanya kyk gitu gk salah dong,0
salah bertanya,1
mata sebela ijo sebela biru,0
sebelah matanya hijau sebelahnya biru,1
ampe kyk gitu anak lu gw merasa gk kenal klo ketemu dijalan,0
anakmu kenal bertemu jalan,1
mau memotivasi diri jd kurus,0
memotivasi diri sendiri kurus,1
olahraga yg baik utk manusia,0
olahraga baik manusia,1
olahraga yg baik jiwa raaga,0
olahraga baik jiwa raga,1
untung gua ultah jatoh selasa,0
untung ulang tahunku jatuh hari selasa,1
senin gw set up patogen,0
senin siapkan patogen,1
pdhl gua ga blg gt,0
padahal bilang,1
balik badan rapiin rambut,0
balik badan merapikan rambut,1
anjir untung disini gapernah main,0
untung disini pernah main,1
kl ga gw mute hp gw,0
ponsel mute,1
khusus lu dare doang le pilihannya,0
khusus kamu pilihan tersedia dare,1
truth udh gw yg ambil semua,0
truth ambil semua,1
klo gw gk suka gw udh bunuh,0
kalau suka bunuh,1
dendam gw dibuat malu pas mos sma,0
dendam dipermalukam mos sma,1
mat kacang jason mat kacang,0
matematika gampang jason matematika gampang,1
karna gua berpikir ga resp sama skli,0
berpikir merespon sama sekali,1
bnrbnr gbisa express himself,0
benar benar mengekspresikan diri sendiri,1
mah gk tau klo info kyk gini,0
tahu informasi,1
gw mah cuma memperhatikan udh tau,0
cukup memperhatikan langsung tahu,1
adek gw yg emg ga beres,0
adik memang beres,1
mama rio bertemu kertas remed,0
ibu rio bertemu kertas remedial,1
mama rio ketemu dipanggung,0
ibu rio bertemu panggung,1
derry geli liat drama gua sm vri,0
derry geli melihat drama vri,1
eh lu pd bel mand g,0
kalian belajar mandarin,1
padahal vri mungkin aja menerima dgn senang hati,0
padahal vri mungkin menerima senang hati,1
jgn menyebut mand sini,0
jangan sebut sebut mandarin sini,1
gw lgi wc ngakak sama jason,0
sedang wc tertawa puas bersama jason,1
yg ga punya urat malu,0
punya urat malu,1
macam legitimasi tau ga si perkataan gua,0
perkataan legitimasi,1
trs gw rasa bu sugi nyentil gw,0
lalu merasa ibu sugi menyentil,1
trs td gw liatin kls lu,0
kemudian tadi memerhatikan kelasmu,1
busugi ad bbrp kali liat gw pelototin slide kyk maniak,0
ibu sugi sempat beberapa kali melihat memelototi slide maniak,1
mngkin tau gw gatel mau nanya,0
mungkin tahu sangat bertanya,1
pengen teriak persamaan reaksinya salah,0
berteriak persamaan reaksinya salah,1
based on my experienced biasanya,0
berdasarkan pengalaman biasanya,1
jadi macam soal aplikasi,0
jadi soal aplikasi,1
aku tak suka melihat angka yg tak habis dibagi,0
aku suka melihat angka habis dibagi,1
pdhl keingintahuan kaca blm terpuaskan,0
padahal keingintahuan mengenai kaca terpuaskan,1
knp kaca tergolong zat cair bentuk padat,0
kaca tergolong zat cair bentuk padat,1
knp kaca tahan hampir semua jenis senyawa kimia,0
kaca tahan sebagian besar senyawa kimia,1
kaca tahan korosi sifat kaustik asam basa kuat ,0
kaca tahan korosi sifat kaustik asam basa kuat,1
kaca mengisolasi gas ,0
kaca mengisolasi gas,1
kaca inert ,0
kaca bersifat inert,1
kaca dibuat berwarna,0
kaca dibuat berwarna,1
kaca dibuat dgn kadar kekuatan yg berbeda dr satu bahan yg sama,0
kaca dibuat kadar kekuatan berbeda satu bahan sama,1
kaca cermin memberi perlakuan yg berbeda thd cahaya,0
kaca cermin memberikan perlakuan berbeda cahaya,1
kaca mempunyai warna hijau alami,0
mempunyai warna hijau alami,1
mungkin gua jawab bbrp,0
mungkin mampu menjawab beberapa,1
kca zat cair padat pd suhu kamar,0
kaca zat cair padat suhu kamar,1
trus bubuk kuarsa vietnam ijo kalo indo putih,0
kemudian bubuk kuarsa vietnam berwarna hijau indonesia putih,1
jd papan kaca kelas kuarsa nya impor,0
jadi papan kaca kelas memiliki bahan dasar kuarsa impor,1
kalo cermin blkgnya lapisan alumunium jd entah,0
cermin bagian belakangnya memiliki lapisan aluminium jadi tahu,1
eh mand gw blm bs,0
mandarin,1
jdi takut gabisa ikutin cara bljr kulia,0
jadi takut mampu mengikuti cara belajar kuliah,1
lu mau terbangin gua bali,0
kamu mau menerbangkan bali,1
brrt impos bali,0
berarti mustahil bali,1
jd target lu apa jason,0
jadi apa targetmu jason,1
mekanisme sbmptn gimana si,0
bagaimana mekanisme sbmptn,1
gua masi simpang siur,0
kurang yakin,1
yg nulis waktu tes sbmptn daftar prodi yg berbeda,0
ysng menulis waktu tes sbmptn mendaftar prodi berbeda,1
jd maksimal tiga jurusan yg lu pilih,0
jadi maksimal kamu memilih tiga jurusan,1
kl ga tembus satu jurusan yg,0
jurusan satu lolos coba jurusan,1
cb aja liat skema kuliahnya,0
lihat skema kuliahnya,1
gua takut ga passion murni gitu,0
takut bukan bidang passion,1
krn gw benci baju formal,0
benci baju formal,1
trs ade gw nanya begini,0
lalu adik bertanya begini,1
bahan kimia yg mencegah,0
bahan kimia mencegah,1
kt gabole telen permen karet,0
menelan permen karet,1
gua bredol stgh kotak permen ksret,0
menelan setengah kotak permen karet,1
tp gw g mati tu,0
mati,1
lupa gw blg apa,0
lupa bilang apa,1
trs gw diajak debat soal bahan pemanis,0
kemudian diajak berdebat bahan pemanis,1
gula alami kek gt gbs dipake dlm industri makanan olahan,0
gula alami digunakan industri makanan olahan,1
kan industri butuh pemanis dlm jumla besar,0
industri butuh pemanis jumlah besar,1
urusan sm saraf nnt gmn coba,0
urusan saraf lalu bagaimana,1
knp catt bio lu ga dilem aja semua jd satu,0
catatan biologimu dilem semua jadi satu,1
org yg un bio pd nguber cat gw,0
orang orang un biologi mencari cari catatan,1
lu jg gapake cttnnny kan,0
kamu menggunakan catatannya kan,1
trus akhirnua posisinya gua yg sala,0
akhirnya posisinya salah,1
karna marahin yg bkin buku gua,0
memarahi membuat buku,1
gua ga kebayang gmn kalo terjadi,0
membayangkan kalau terjadi,1
alasan bku smp dr kls gaad yg gw buang,0
alasan buku smp buang,1
gua tau lu ga butuh,0
tahu kamu butuh,1
tp w ga percaya org ni bs jaga bku gua dg baik,0
percaya orang menjaga buku baik,1
kasta tinggi mah kimia ato bio,0
kimia biologi kasta tinggi,1
tp busugi sama gw mala blg jangan,0
ibu sugi selalu berkata jangan,1
sukses mencegah tnp melarang,0
sukses mencegah memberi larangan,1
eh gw mw bbo ah,0
mau tidur,1
gw byk kerjaan hr ni,0
banyak kerjaan hari,1
notasinya atom dikasi garis atas,0
notasinya atom garis atas,1
buat gw materi lbh menarik dr radioaktivitas,0
materi lebih menarik radioaktivitas,1
sayangnya kim ga diajarin,0
sayangnya diajari kimia,1
my brain sama your brain beda level la,0
otakku otakmu beda level,1
